combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q33_3_3,the most important task we can undertake is to increase the competence of states to manage both political and social diversity within their nation states.,0.550573,0,0.0,1.0,0.6753244361801104,0.4141100464340208,KEN_76_2021,KEN,76,2021,Uhuru Kenyatta,President ,e8a32843af98683b2b006a151ba92a249225e872d6f94f037bae996e3633e46c,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"it is up to us, as leaders of our nations, to move and shape that transformation.",0.54248667,0,0.0,1.0,0.8809517285057886,0.4195396227679103,PHL_77_2022,PHL,77,2022,Ferdinand Romualdez Marcos,President ,aa5c06cc79eb8964dbfb1de5043e689d137fa267f2a9d96cb06b07d7a318335f,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"today, with the emergence of sovereign states that are ready to defend their national interests, an equal, socially oriented and sustainable multipolar architecture is taking shape.",0.54504687,0,0.0,1.0,0.7252745772753537,0.4132918663092175,RUS_77_2022,RUS,77,2022,Sergei Lavrov,Minister of Foreign Affairs ,fbbe4181d63c4174f854d1e685b99fcdde1c89fd432988e1a7855be09a601d37,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,striving for balance between development and progress and between social factors and coherence is inherent to the approach.,0.63051,0,0.0,0.0,0.7619041693126253,0.4164012098904207,THA_74_2019,THA,74,2019,Mr. Don Pramudwinai,Minister for Foreign Affairs,976fb87e80c221dc24f2897e2679b30d6b358d7619c6e5de385aac496c1387f5,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"equity is at stake, but so are peace and world stability.",0.6665635,0,0.0,0.0,0.5129862307088678,0.425587447874631,CAN_77_2022,CAN,77,2022,Melanie Joly,Minister of Foreign Affairs ,8cd749eafb8d90c56faabf3f904599d430bef598df6b208b76ce09b18e53354a,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"the theme of the seventy seventh session, ""a watershed moment transformative solutions to interlocking challenges"", demands that we recognize that the crises we must confront are interlinked in a complicated way.",0.63124377,0,0.0,0.0,0.7939558807968924,0.4184440651732675,KEN_77_2022,KEN,77,2022,William Samoei Ruto,President ,cfdb8accf0ccf00f858f6853507d737fb666d1394a0faff2d86d86816d67c2c6,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"this session also coincides with a very critical international situation due to the covid 19 pandemic, which has raised unprecedented challenges and has had serious repercussions on international peace and security and on the socioeconomic conditions around the globe.",0.5605378,0,0.0,1.0,0.5535714150545596,0.4140012776905179,TUN_75_2020,TUN,75,2020,Mr. Othman Jerandi,Minister for Foreign Affairs,b2e0c3df44faa2d3954d867e59b43fb9701abdd8b90429d0eeb7e08f0504f605,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,we must be equally demanding in the social sphere although economic progress does indeed play a very important role in constructing a fairer and safer world.,0.6423204,0,0.0,0.0,0.702380761739511,0.4205112867174992,AND_72_2017,AND,72,2017,Mr. Antoni Martí Petit,Head of Government,8da9e1a98476626a80d19532aa6986f7721b9ec1428ec1ce7f5a6ede180b39f6,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,let us call a spade a spade inequality remains the main cause of most of the difficulties and threats that we face.,0.62119484,0,0.0,0.0,0.9999994861114404,0.4227168779920954,URY_72_2017,URY,72,2017,Mr. Rodolfo Nin Novoa,Minister for Foreign Affairs,07af6e4b32463a8ef415f03ccecc6dc59fa27bf8b3132751646e79b39976f98d,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"there is also a great responsibility that we need to bear in confronting the challenges caused by international transformations, for which we need to shore up our efforts.",0.5656598,0,0.0,1.0,0.6428569910714989,0.421538771975984,TUN_72_2017,TUN,72,2017,Mr. Khemais Jhinaoui,Minister for Foreign Affairs,deffa5b8158e2e2b3a7ce251caf1e15cd6f310066d3d9605038a00affaf4bf14,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"this unprecedented crisis cannot be overcome by unilateral or isolated actions, but through renewed cooperation and genuine international solidarity.",0.5579389,0,0.0,1.0,0.7180447532951933,0.4206655976882582,MEX_76_2021,MEX,76,2021,Marcelo Ebrard,Minister of Foreign Affairs ,f962d3b81830dcfa1fbd6d8d468fef8b0d65965bf30c41d0493fe896de8c1e92,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"this year we have witnessed a world in upheaval, driven by multiple crises, including violations of international law and the sovereignty of our peoples, wars and threats of the use of force, and increased poverty and inequality.",0.56546056,0,0.0,1.0,0.5833332868717048,0.4184430198485748,NIC_72_2017,NIC,72,2017,Mrs. María Rubiales de Chamorro,Chair of the Delegation,b129222b387fe918a5dc9decf91ff92d0239fea5d5bb08a057675d6d0ea545da,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,the core of the problem is the same a contradiction between the interests of the strong and the rights of the weak.,0.62079203,0,0.0,0.0,0.8724482524605032,0.4160976492773067,LBN_74_2019,LBN,74,2019,General Michel Aoun,President,8df899f363e12ce7dac4581c1ecf75808835f67198c87ef45ba948988ae803d9,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"if rationality prevails in the minds of the decision makers, they have to realize that nations' perseverance is stronger than the power of the superpowers.",0.5407163,0,0.0,1.0,0.9149656407854748,0.4201780742050299,IRN_76_2021,IRN,76,2021,Ebrahim Raisi,President ,633fc4932af547206ea0c346f2311f6595622334b6210c266395502bf0cf00e5,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,that realism forces us to confront a question facing every leader and nation in the hall.,0.52593946,0,0.0,1.0,0.9999993621036298,0.4155636587675655,USA_72_2017,USA,72,2017,Mr. Donald Trump,President,e6f88b1822ffe7135df53b89cdf68ba6d538ac4d838808726a91aa23d999ae52,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"in spite of the large progress made with regards to laying the frameworks and norms governing the relations between states and confronting international crises, a number of obstacles stand in the way of their implementation.",0.554538,0,0.0,1.0,0.8086733467819155,0.4231564921510312,EGY_75_2020,EGY,75,2020,Mr. Abdel Fattah Al Sisi,President,36c1f4f58695008eebd7d3fe79722f0bf99abe55d60cb583a3b654eb5ab68eff,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
